sentence,pattern_name,pillar,claim_type,description,matched_text,strength_score,has_verification,temporal,company_index,company_name
"The company's North America Commercial P&C Insurance segment offers commercial property, casualty, workers' compensation, package policies, risk management, financial lines, marine, construction, environmental, medical risk, cyber risk, surety, and casualty; and group accident and health insurance to large, middle market, and small commercial businesses.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,340,CHUBB LIMITED
"CF Industries Holdings, inc., together with its subsidiaries, engages in the manufacture and sale of hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities in North America, Europe, and internationally.",renewable_energy,Environmental,performance,Claim about renewable energy usage,hydrogen and nitrogen products for energy,0.0,False,unspecified,344,"CF INDUSTRIES HOLDING, INC."
"The Natural Gas segment engages in the intrastate natural gas sales, and natural gas transportation and distribution for residential, commercial, industrial and institutional customers in Indiana, Louisiana, Minnesota, Mississippi, Ohio, and Texas; permanent pipeline connections through interconnects with various interstate and intrastate pipeline companies; and provides maintenance and repair services of home appliances to customers in Minnesota and home repair protection plans to natural gas customers in Indiana, Mississippi, Ohio, and Texas through a third party.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,345,"CENTERPOINT ENERGY, INC."
"In addition, the company offers advisory and design, software development, implementation, managed, professional, configuration, partner, and telecom services, as well as warranties; delivers and manages mission critical software, systems, and network solutions; and implementation and installation, and repair services to its customers through various third-party service providers.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,349,CDW CORPORATION
"The Real Estate Investments segment offers investment management services under the CBRE Investment Management brand to pension funds, insurance companies, sovereign wealth funds, foundations, endowments, and other institutional investors; and development services, such as real estate development and investment activities under the Trammell Crow Company and Telford Homes brands to users and investors in commercial real estate, and for their own account.",employee_development,Social,performance,Employee training and development claim,development and invest,0.0,False,unspecified,350,"CBRE GROUP, INC."
"The company's Financial Products segment provides operating and finance leases, installment sale contracts, revolving charge accounts, repair/rebuild financing services, working capital loans, and wholesale financing; and insurance and risk management products and services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,352,CATERPILLAR INC.
"The CarMax Sales Operations segment offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles, as well as hybrid and electric vehicles; used vehicle auctions; extended protection plans to customers at the time of sale; and reconditioning and vehicle repair services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,354,CARMAX INC.
The segment also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; repackages generic pharmaceuticals and over-the-counter healthcare products; and provides pharmacy management services to hospitals.,env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,355,"CARDINAL HEALTH, INC."
"The company also provides digital IC design and sign off products, including Genus synthesis and Joules RTL power solutions, as well as Modus DFT software solution to reduce systems-on-chip design-for-test time; physical implementation tools, such as place and route, optimization, and multiple patterning preparation; and Innovus implementation system, a physical implementation system.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,359,CADENCE DESIGN SYSTEMS
"The Retail segment provides property and casualty, employee benefits insurance products, personal insurance products, specialties insurance products, risk management strategies, loss control survey and analysis, consultancy, and claims processing services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,362,"BROWN & BROWN, INC."
"Its Global Technology and Operations segment provides solutions that automate the front-to-back transaction lifecycle of equity, mutual fund, fixed income, foreign exchange and exchange-traded derivatives, order capture and execution, trade confirmation, margin, cash management, clearing and settlement, reference data management, reconciliations, securities financing and collateral management, asset servicing, compliance and regulatory reporting, portfolio accounting, and custody-related services.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,363,BROADRIDGE FINANCIAL SOLUTIONS INC
"This segment also offers business process outsourcing services; technology solutions, such portfolio management, compliance, fee billing, and operational support solutions; and capital market and wealth and investment management solutions.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,363,BROADRIDGE FINANCIAL SOLUTIONS INC
It also provides global risk management and advisory services.,risk_management,Governance,performance,Risk management practices claim,risk management,0.2,True,unspecified,372,"BLACKROCK, INC."
"The firm manages separate client-focused equity, fixed income, and balanced portfolios.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,372,"BLACKROCK, INC."
"The company provides TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; ADUHELM to treat Alzheimer's disease; FUMADERM to treat plaque psoriasis; BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; FLIXABI, an infliximab biosimilar referencing REMICADE; and BYOOVIZ, a ranibizumab biosimilar referencing LUCENTIS.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,373,BIOGEN INC.
"The company develops, manufactures, and markets instruments, systems, reagents, and consumables to separate, purify, characterize, and quantitate biological materials such as cells, proteins, and nucleic acids for proteomics, genomics, biopharmaceutical production, cellular biology, and food safety markets.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,374,"BIO-RAD LABORATORIES, INC.CLASS A"
"In addition, it provides delivery, installation, memberships, repair, set-up, technical support, health-related, and warranty-related services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,375,"BEST BUY COMPANY, INC."
"It also generates, transmits, stores, and distributes electricity from natural gas, coal, wind, solar, hydroelectric, nuclear, and geothermal sources; operates natural gas distribution and storage facilities, interstate pipelines, liquefied natural gas facilities, and compressor and meter stations; and holds interest in coal mining assets.",renewable_energy,Environmental,performance,Claim about renewable energy usage,geothermal source,0.0,False,unspecified,376,BERKSHIRE HATHAWAY CLASS B
"The BD Medical segment provides peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular access technology, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detections, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, and sharps disposal systems; IV medication safety and infusion therapy delivery systems, medication compounding workflow systems, automated medication dispensing and supply management systems, and medication inventory optimization and tracking systems; and prefillable drug delivery systems.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,377,"BECTON, DICKINSON AND CO."
"The BD Interventional segment provides hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention; peripheral intervention products; and urology and critical care products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,377,"BECTON, DICKINSON AND CO."
"The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services.",renewable_energy,Environmental,performance,Claim about renewable energy usage,renewable energy,0.0,False,unspecified,380,BANK OF NEW YORK MELLON CORPORATION
"The Global Markets segment provides market-making, financing, securities clearing, settlement, and custody services; securities and derivative products; and risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,381,BANK OF AMERICA CORPORATION
"In addition, it provides branding solutions include brand embellishments, graphic tickets, tags, and labels, and sustainable packaging; and information solutions include item-level RFID, visibility and loss prevention, price ticketing and marking, productivity and media solutions, and brand protection and security solutions, as well as care, content, and country of origin compliance solutions.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,383,AVERY DENNISON CORP.
"It also offers A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,385,"AUTOZONE, INC."
"Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,385,"AUTOZONE, INC."
"Its offerings include payroll services, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,386,AUTOMATIC DATA PROCESSING
"This segment offers employee benefits, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,386,AUTOMATIC DATA PROCESSING
"This segment markets its communications services and products under the AT&T, AT&T Business, Cricket, AT&T PREPAID, and AT&T Fiber brand names.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,389,AT&T INC.
"The Latin America segment provides postpaid and prepaid wireless services in Mexico under the AT&T and Unefon brand names, as well as sells smartphones through its owned stores, agents and third-party retail stores.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,389,AT&T INC.
It operates in Brokerage and Risk Management segments.,risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,391,ARTHUR J. GALLAGHER & CO.
"The Risk Management segment provides contract claim settlement and administration services; and claims management, loss control consulting, and insurance property appraisal services.",risk_management,Governance,performance,Risk management practices claim,risk management,0.0,False,unspecified,391,ARTHUR J. GALLAGHER & CO.
"It also provides post contract customer support services, such as technical support, hardware repair and replacement parts beyond standard warranty, bug fixes, patches, and upgrade services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,392,ARISTA NETWORKS
"Its Reinsurance segment provides casualty reinsurance for third party liability exposures; marine and aviation; motor reinsurance, whole account multi-line treaties, cyber, trade credit, surety, accident and health, workers' compensation catastrophe, agriculture, trade credit, and political risk products; reinsurance protection for catastrophic losses, and personal lines and commercial property exposures; life reinsurance; casualty clash; and risk management solutions.",risk_management,Governance,performance,Risk management practices claim,risk management,0.2,True,unspecified,394,ARCH CAPITAL GROUP LTD
"The company's principal products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with Behçet's disease; Prolia to treat postmenopausal women with osteoporosis; XGEVA for skeletal-related events prevention; Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization; Nplate for the treatment of patients with immune thrombocytopenia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; Aranesp to treat a lower-than-normal number of red blood cells and anemia; EVENITY for the treatment of osteoporosis in postmenopausal for men and women; Vectibix to treat patients with wild-type RAS metastatic colorectal cancer; BLINCYTO for the treatment of patients with acute lymphoblastic leukemia; TEPEZZA to treat thyroid eye disease; and KRYSTEXXA for the treatment of chronic refractory gout.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,402,AMGEN INC
"Its EMG segment offers engineered medical components and devices, automation solutions, thermal management systems, specialty metals, and electrical interconnects; single-use and consumable surgical instruments, implantable components, and drug delivery systems; engineered electrical connectors and electronics packaging to protect sensitive devices and mission-critical electronics; precision motion control products for data storage, medical devices, business equipment, and automation; high-purity powdered metals, strips and foils, specialty clad metals, and metal matrix composites; motor-blower systems and heat exchangers for thermal management, military and commercial aircraft, and military ground vehicles; motors for commercial appliances, food and beverage machines, hydraulic pumps, and industrial blowers; and operates a network of aviation maintenance, repair, and overhaul facilities.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,403,"AMETEK, INC."
"This segment products include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,404,"AMERIPRISE FINANCIAL, INC."
"In addition, the company operates approximately 80 surface water treatment plants; 540 groundwater treatment plants; 175 wastewater treatment plants; 53,700 miles of transmission, distribution, and collection mains and pipes; 1,200 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 74 dams.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,405,"AMERICAN WATER WORKS COMPANY, INC"
"Its Life and Retirement segment offers individual retirement products, including variable, fixed index, and fixed annuities, as well as retail mutual funds; group retirement products comprising record-keeping, plan administrative and compliance services, financial planning, and advisory solutions; life insurance, including term and universal life insurance; and institutional markets products, which includes wrap products, structured settlement, pension risk transfer annuities, corporate and bank-owned life insurance, high net worth, and guaranteed investment contract products.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.2,True,unspecified,407,"AMERICAN INTERNATIONAL GROUP, INC."
"The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources.",renewable_energy,Environmental,performance,Claim about renewable energy usage,"hydro, solar, wind, and other energy",0.0,False,unspecified,409,"AMERICAN ELECTRIC POWER COMPANY, INC."
"In addition, the company generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar.",renewable_energy,Environmental,performance,Claim about renewable energy usage,renewable source,0.0,False,unspecified,411,AMEREN CORPORATION
"The Google Cloud segment offers infrastructure, cybersecurity, databases, analytics, AI, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,414,ALPHABET INC. CLASS A
"In addition, the company owns and operates a short-line rail freight service in Iowa; a Mississippi River barge, rail, and truck freight terminal in Illinois; freight brokerage services; wind turbine blade recycling services; and a rail-served warehouse in Iowa.",waste_management,Environmental,performance,Waste management or recycling claim,recycling,0.0,False,unspecified,415,ALLIANT ENERGY CORPORATION
"It also provides services and software, which includes inspection, maintenance, and repair services for its automatic entrance solutions; and software as a service, including access control, IoT integration, and workforce management solutions, as well as aftermarket services, design and installation offerings, and locksmith services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,416,ALLEGION PUBLIC LIMITED COMPANY
"The Energy Storage segment offers lithium compounds, including lithium carbonate, lithium hydroxide, and lithium chloride; technical services for the handling and use of reactive lithium products; and lithium-containing by-products recycling services.",waste_management,Environmental,performance,Waste management or recycling claim,recycling,0.0,False,unspecified,418,ALBEMARLE CORPORATION
"It also designs and manufactures equipment for air separation, hydrocarbon recovery and purification, natural gas liquefaction, and liquid helium and liquid hydrogen transport and storage.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,420,"AIR PRODUCTS & CHEMICALS, INC."
"The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and offers services portfolio, including repairs, parts, maintenance, installations, training, compliance support, software as a service, asset management, and consulting services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,421,AGILENT TECHNOLOGIES INC.
"It uses various fuels and technologies to generate electricity, such as coal, gas, hydro, wind, solar, and biomass, as well as renewables comprising energy storage and landfill gas.",renewable_energy,Environmental,performance,Claim about renewable energy usage,renewables comprising energy,0.0,False,unspecified,423,AES CORPORATION
"Further, it provides cloud, ecosystem, marketing, security, supply chain management, zero-based transformation, customer experience, finance consulting, mergers and acquisitions, and sustainability services.",biodiversity,Environmental,performance,Biodiversity or ecosystem claim,ecosystem,0.0,False,unspecified,425,ACCENTURE PLC
"Further, it provides Mavyret/Maviret to treat chronic hepatitis C virus genotype 1-6 infection; Creon, a pancreatic enzyme therapy; Lupron to treat advanced prostate cancer, endometriosis and central precocious puberty, and patients with anemia caused by uterine fibroids; Linzess/Constella to treat irritable bowel syndrome with constipation and chronic idiopathic constipation; and Synthroid for hypothyroidism.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,426,ABBVIE INC.
"The company provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, Ménière's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,427,ABBOTT LABORATORIES
"It also offers laboratory and transfusion medicine systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics polymerase chain reaction instrument systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, and detect and measure infectious agents; point of care systems; cartridges for testing blood gas, chemistry, electrolytes, coagulation, and immunoassay; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for laboratories.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,427,ABBOTT LABORATORIES
"Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, heat pumps, tanks, and water treatment products in North America, China, Europe, and India.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,428,A.O. SMITH CORPORATION
"The company offers water heaters for residences, restaurants, hotels, office buildings, laundries, car washes, and small businesses; boilers for hospitals, schools, hotels, and other large commercial buildings, as well as homes, apartments, and condominiums; and water treatment products comprising point-of-entry water softeners, well water solutions, and whole-home water filtration products, and point-of-use carbon and reverse osmosis products for residences, restaurants, hotels, and offices.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,428,A.O. SMITH CORPORATION
"It also provides commercial water treatment and filtration product; expansion tanks, commercial solar water heating systems, swimming pool and spa heaters, and related products and parts; and electric wall-hung, gas tankless, combi-boiler, and heat pump and solar water heaters.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water treatment,0.0,False,unspecified,428,A.O. SMITH CORPORATION
"The company's Safety and Industrial segment offers industrial abrasives and finishing for metalworking applications; autobody repair solutions; closure systems for personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,429,3M COMPANY
"It operates through Integrated Resources Management, Mining Services, Commercial Mining, New Energy Ecosystem, Airport, Road, and Others segments.",biodiversity,Environmental,performance,Biodiversity or ecosystem claim,ecosystem,0.0,False,unspecified,0,ADANI ENTERPRISES LTD.
"It offers integrated coal management services; imports apples, pears, kiwis, oranges, grapes, and other fruits; markets fruits under the FARM-PIK brand; generates solar and wind energy; and manufactures solar panels.",renewable_energy,Environmental,performance,Claim about renewable energy usage,solar and wind energy,0.0,False,unspecified,0,ADANI ENTERPRISES LTD.
"In addition, it offers edible oils, rice, pulses, besan, and wheat flour, as well as specialty fats, and oleo chemicals under the Fortune, King's, Bullet, Raag, Avsar, Pilaf, Jubilee, Fryola, Alpha, and Aadhar brands; and manufactures polyvinyl chloride, caustic soda, tar, hydrated lime, etc. Further, the company manufactures fighter aircraft, unmanned aerial systems, helicopters, submarines, air defense guns, and missiles and small arms; develops avionics and systems, opto-electronics, aero structures and components, aerospace composites, and radar and electronic warfare systems, as well as constructs national highways, motorways, tunnels, metro-rail, railways, etc. Additionally, it engages in the sewage and wastewater treatment, recycle, and reuse business; and operates, manage, and develops airports; and develops and operates data centers.",waste_management,Environmental,performance,Waste management or recycling claim,recycle,0.15,False,unspecified,0,ADANI ENTERPRISES LTD.
The company operates multiple branches; ATMs; and recyclers in India.,waste_management,Environmental,performance,Waste management or recycling claim,recyclers,0.0,False,unspecified,4,AXIS BANK LTD.
"The company operates through Life Insurance, General Insurance, Windpower, Retail Financing, and Investments and Others segments.",renewable_energy,Environmental,performance,Claim about renewable energy usage,windpower,0.0,False,unspecified,7,BAJAJ FINSERV LTD.
"In addition, the company offers post-paid, prepaid, roaming, internet, and various value-added services, as well as Mobile TV, video calls, live-streaming videos, gaming and buffer-less HD and 4K video streaming, other services; and network integration, data centers, managed services, enterprise mobility applications and digital media services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,9,BHARTI AIRTEL LTD.
"It also offers active pharmaceutical ingredients; and formulations in various therapeutic areas, such as MI, angina, heart failure, hypertension, arrhythmia, lipid abnormalities and diabetes, obesity, HIV, respiratory, urology, oncology, cardio-metabolism, child health, infectious diseases and critical care, hepatitis, women's health, ophthalmology, and neuro psychiatry.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,11,CIPLA LTD.
"In addition, it offers beneficiated and washed non-coking coal for use in power generation; beneficiated non-coking coal for use in cement, sponge iron, and other industrial plants; and middling products for power generation and by domestic fuel plants, brick manufacturing units, cement plants, industrial plants, etc. Further, the company provides rejects that are used for fluidized bed combustion boilers for power generation, road repairs, briquette making, land filling, etc. Coal India Limited was incorporated in 1973 and is headquartered in Kolkata, India.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,False,unspecified,12,COAL INDIA LTD.
"The company involved in solar power designing, engineering procurement, and commissioning business.",renewable_energy,Environmental,performance,Claim about renewable energy usage,solar power,0.0,False,unspecified,16,GRASIM INDUSTRIES LTD.
"It offers digital business services, which includes digital consulting, data and AI, application development, maintenance, and modernization, software as a service, automation and integration, and enterprise application; and digital foundation services including digital foundation consulting and workplace, hybrid cloud, cybersecurity, network, intelligent operator, and unified services management services.",data_privacy,Social,performance,Data privacy and security claim,cybersecurity,0.0,False,unspecified,17,HCL TECHNOLOGIES LTD.
"The company serves aerospace and defense, energy and utilities, manufacturing, public sector, telecom, media and entertainment, captive business services, technology, mining and natural resources, retail, consumer goods, life sciences and healthcare, oil and gas, banking, insurance, capital markets, fintech, and financial crime compliance and risk, as well as travel, transport, logistics, and hospitality industries.",ethics_compliance,Governance,performance,Ethics and compliance program claim,compliance,0.0,False,unspecified,17,HCL TECHNOLOGIES LTD.
"In addition, it offers credit, debit, prepaid, and forex cards; payment and collection, export, import, remittance, bank guarantee, letter of credit, trade, hedging, and merchant and cash management services; insurance and investment products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,18,HDFC BANK LTD.
"Further, the company provides short term finance, bill discounting, structured finance, export credit, loan repayment, and documents collection services; online and wholesale, mobile, and phone banking services; unified payment interface, immediate payment, national electronic funds transfer, and real time gross settlement services; and channel financing, vendor financing, reimbursement account, money market, derivatives, employee trusts, cash surplus corporates, tax payment, and bankers to rights/public issue services, as well as financial solutions for supply chain partners and agricultural customers.",env_certification,Environmental,credential,Environmental certification claim,epa,0.2,True,unspecified,18,HDFC BANK LTD.
"It also provides home, car, two-wheeler, personal, gold, and commercial business loans, as well as loans against securities and other loans; business loans, including working capital finance, term loans, collateral free loans, loans without financials, finance for importers and exporters, and overdraft facilities, as well as loans for new entities and card swipes; and credit, debit, prepaid, travel, forex, and corporate cards.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,23,ICICI BANK LTD.
"In addition, it offers virgin, recycled, barrier, biodegradable barrier, solid, and graphic boards, as well as specialty papers; and packaging products, such as carton board, flexible, tobacco, and green packaging products; and exports feed ingredients, food grains, marine products, processed fruits, coffee products, leaf tobacco products, and spices.",waste_management,Environmental,performance,Waste management or recycling claim,recycled,0.0,False,unspecified,24,ITC LTD.
"It provides digital marketing and digital workplace, digital commerce, digital experience and interactions, metaverse, data analytics and AI, applied AI, generative AI, sustainability, blockchain, engineering, Internet of Things, enterprise agile DevOps, application modernization, cloud, digital process automation, digital supply chain, Microsoft business application and cloud business, service experience transformation, energy transition, cyber security, and quality engineering solutions; Oracle, SAP, and Saleforce solutions; API economy and microservices; and Topaz, an AI-first set of services, solutions, and platforms using generative AI technologies.",data_privacy,Social,performance,Data privacy and security claim,cyber security,0.0,False,unspecified,26,INFOSYS LTD.
"It serves aerospace and defense, agriculture, automotive, chemical manufacturing, communication, consumer packaged goods, education, engineering procurement and construction, healthcare, high technology, industrial manufacturing, information services and publishing, insurance, life science, logistics and distribution, media, entertainment, mining, oil and gas, private equity, professional, public, retail, travel, hospitality, utilities, and waste management industries.",waste_management,Environmental,performance,Waste management or recycling claim,waste manag,0.2,True,unspecified,26,INFOSYS LTD.
"The company is also involved in trades in steel and allied products, iron ore, steel, cement, paint, and other products; logistic infrastructure, real estate, mining, and coal loading; manufactures forged steel ball, slabs and hot rolled coils, plates, pipes, and double jointing; production of gaseous and liquid form of oxygen, nitrogen, argon, and other products recoverable from separation of air; and operates coke oven and pellet plant, and steel plant.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,27,JSW STEEL LTD.
"It also provides Investment products; life, term, health, car, and two wheeler insurance; payment services; trade services; business management and marketing, enterprise resource planning, supply chain and logistics, human resource, business travel, workspace management, taxation and legal, and healthcare/medical equipment services; cash management services, such as digital payments, physical collections, digital collections, prepaid cards, and payment gateways; private banking services; net banking; and NRI services.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,28,KOTAK MAHINDRA BANK LTD.
"It offers cloud and infrastructure services, consulting, cyber security, data and insights, digital engineering, disruptive SaaS, enterprise application, platform operation, RPA, and testing services.",data_privacy,Social,performance,Data privacy and security claim,cyber security,0.0,False,unspecified,29,LTIMINDTREE LTD.
"The Infrastructure segment engineers and constructs building and factories, transportation infrastructure, heavy civil infrastructure, power transmission and distribution, water and effluent treatment, and minerals, and metals.",water_conservation,Environmental,performance,Water conservation or efficiency claim,water and effluent treatment,0.0,False,unspecified,30,LARSEN & TOUBRO LTD.
"This segment also designs, constructs, and repairs/refits defense vessels.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,30,LARSEN & TOUBRO LTD.
"It is also involved in the provision of farm equipment, including tractors; and manufacture and distribute the SMART Seeder Mini-MAX in collaboration with Clean Seed Capital Group ltd., as well as engages in renewable energy business.",renewable_energy,Environmental,performance,Claim about renewable energy usage,renewable energy,0.0,False,unspecified,31,MAHINDRA & MAHINDRA LTD.
"The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources.",renewable_energy,Environmental,performance,Claim about renewable energy usage,"wind, thermal, and renewable energy",0.0,False,unspecified,33,NTPC LTD.
"It provides milk products and nutrition, including dairy whitener, condensed and UHT milk, yoghurt, maternal and infant formula, baby food, and health care nutrition products; prepared dishes and cooking aids, such as noodles, sauces, seasonings, pasta, cereals, and pet foods; powdered and liquid beverages comprising instant coffee and tea, as well as ready to drink beverages; and confectionery products consisting of bar countlines, tablets, and sugar confectionery products.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,34,NESTLE INDIA LTD.
"In addition, it generates wind power through a total installed capacity of 153 MW; and solar power through a total installed capacity of 36.52 MW, as well as generates geothermal power.",renewable_energy,Environmental,performance,Claim about renewable energy usage,wind power,0.15,False,unspecified,35,OIL & NATURAL GAS CORPORATION LTD.
"It provides consultancy services, including power system planning and techno-economic feasibility studies; environmental and social impact assessment; design and engineering; procurement assistance; project management and construction supervision; asset management; and other services, such as owners' and lenders' engineer service; grid code and tariff mechanisms preparation; legal and technical advisory; and market analysis advisory services, as well as renewable energy certificate mechanism implementation.",renewable_energy,Environmental,performance,Claim about renewable energy usage,renewable energy,0.2,True,unspecified,36,POWER GRID CORPORATION OF INDIA LTD.
"It also provides business loans; and working capital loans, including tyre, tax, fuel, and toll finance, as well as vehicle insurance and repair/top-up loans; and fixed and recurring deposits.",env_certification,Environmental,credential,Environmental certification claim,epa,0.0,False,unspecified,39,SHRIRAM FINANCE LTD.
